suicide	26
war	26
open	26
starts	26
times	26
sorry	26
allowed	26
room	26
racism	26
needs	26
cops	26
tells	26
dark	26
hello	26
hands	26
diaper	26
end	26
transgender	26
color	25
died	25
race	25
shooting	25
you'll	25
support	25
jesus	25
guess	25
high	25
chemicals	25
brains	25
joke	25
mexican	25
place	24
porn	24
lost	24
taking	24
drink	24
walmart	24
trans	24
came	24
africa	24
catch	24
few	24
class	24
-	24
share	24
through	24
seen	24
thinking	24
cotton	24
mind	24
side	24
here's	23
move	23
shot	23
power	23
water	23
photo	23
mother	23
enemy	23
lol	23
haven't	23
african	23
bring	23
homeland	23
fucker	23
grow	23
mad	23
problems	23
blacks	23
control	23
gender	23
married	23
pride	23
human	23
probably	23
gotta	23
democrat	23
:	23
follow	23
monkeys	23
destroy	22
nation	22
michelle	22
inside	22
meme	22
realize	22
anne	22
eating	22
learn	22
buy	22
crazy	22
asks	22
funny	22
date	22
cause	22
me,	22
aliens	22
least	22
around	22
fire	22
pregnant	22
smile	22
picture	22
pull	22
rights	22
also	22
him:	21
husband	21
auschwitz	21
hold	21
idea	21
night	21
agree	21
media	21
less	21
chinese	21
favorite	21
immigrants	21
crime	21
sense	21
ugly	21
.	21
sandwich	21
holocaust	21
nigger	21
death	21
telling	21
news	21
bacon	21
flag	21
female	21
ok	20
border	20
liberal	20
law	20
lives	20
ice	20
cant	20
you?	20
chicken	20
giving	20
immigration	20
gays	20
i'd	20
you,	20
belong	20
whole	20
4	20
ur	20
blind	20
trust	20
vote	20
parents	20
myself	20
ban	20
okay	20
outside	20
fuckin	20
illegals	20
hair	20
week	19
hope	19
steal	19
pussy	19
9/11	19
days	19
red	19
using	19
different	19
pray	19
bruce	19
donald	19
understand	19
safe	19
terrorists	19
peaceful	19
under	19
so,	19
monkey	19
cock	19
10	19
radical	19
phone	19
everybody	18
tax	18
they'll	18
question	18
lot	18
refugees	18
bringing	18
heard	18
broken	18
fat	18
frank	18
taste	18
won't	18
puts	18
do,	18
celebrate	18
jokes	18
humor	18
anal	18
"the	18
future	18
israel	18
speak	18
asian	18
letter	18
disorder	18
hide	18
breaking	18
middle	18
single	18
farm	18
loses	18
piece	18
month	18
skin	18
moderate	18
sea	18
"you	18
indian	18
49	18
piss	18
ex	17
bats	17
daughter	17
nice	17
me!	17
sleep	17
fix	17
bill	17
light	17
horse	17
whats	17
supporters	17
tv	17
vs	17
small	17
who's	17
top	17
drive	17
half	17
streets	17
countries	17
juice	17
care	17
protect	17
three	17
proof	17
moment	17
pretty	17
ford	17
asians	17
jail	17
maybe	17
where's	17
remind	17
lie	17
christmas	17
rice	17
wanted	17
calls	17
takes	17
coffee	17
neighbors	17
anymore	17
alone	16
together	16
either	16
neighborhood	16
bitch,	16
...	16
friday	16
normal	16
wall	16
deal	16
clinton	16
young	16
tried	16
past	16
wing	16
reason	16
step	16
master	16
kitchen	16
imagine	16
dinner	16
yeah	16
members	16
republicans	16
2001	16
mohammed	16
clean	16
2016	16
watching	16
number	16
thinks	16
wish	16
pudding	16
unarmed	16
innocent	16
brings	16
sold	16
land	16
putting	15
pet	15
loves	15
drop	15
sharia	15
usa	15
mosque	15
stay	15
listen	15
20	15
fish	15
babies	15
choice	15
that?	15
cut	15
beer	15
rashida	15
tlaib	15
mass	15
stolen	15
couldn't	15
met	15
50	15
soldiers	15
glass	15
straight	15
poor	15
asshole	15
terrorism	15
animals	15
knew	15
arrested	15
choose	15
laugh	15
culture	15
required	15
arrest	15
defund	15
violence	15
fresh	15
load	15
burn	15
shooter	15
squad	15
broke	15
greatest	15
dirty	15
fear	15
equipment	15
except	14
truth	14
lady	14
answer	14
attention	14
sick	14
waiting	14
rich	14
vegetables	14
pool	14
hour	14
within	14
equal	14
likes	14
july	14
wasn't	14
strong	14
front	14
baked	14
evil	14
offensive	14
finger	14
2017	14
military	14
fighting	14
tits	14
it,	14
took	14
niggers	14
sale	14
truck	14
meet	14
eyes	14
heaven	14
close	14
security!	14
millions	14
job,	14
treat	14
forced	14
read	14
starving	14
turned	14
book	14
sees	14
it.	14
cheating	14
bag	14
four	14
christchurch	14
nahir	14
fluffy	14
30	13
throw	13
lose	13
literally	13
working	13
door	13
order	13
punch	13
spending	13
acting	13
her:	13
hole	13
national	13
shouldn't	13
important	13
build	13
road	13
deep	13
raped	13
himself	13
forgotten	13
stealing	13
star	13
security	13
oh,	13
naked	13
commit	13
sit	13
twice	13
respect	13
trouble	13
thanks	13
living	13
lord	13
missing	13
games	13
we'll	13
folks	13
smoke	13
japanese	13
gift	13
balls	13
sexual	13
completely	13
me?	13
stoned	13
extra	13
silk	13
panties	13
join	13
page	13
cool	13
excited	13
u.s.	13
check	13
well,	13
hang	13
morning	13
son,	13
hijab	13
created	13
deserve	13
"we	13
sign	13
maker	13
word	13
themselves	13
germany	13
male	13
drunk	13
kick	13
hurt	13
bit	12
soon	12
lets	12
pic	12
pizza	12
running	12
dollars	12
dry	12
y'all	12
slave	12
shame	12
german	12
happen	12
mohamed	12
no,	12
rid	12
chick	12
it!	12
voters	12
milk	12
march	12
christian	12
summer	12
15	12
almost	12
wind	12
amazing	12
marriage	12
sometimes	12
people:	12
sun	12
park	12
story	12
building	12
lying	12
longer	12
dumb	12
happens	12
pants	12
offer	12
teacher	12
dear	12
dude	12
fit	12
hump	12
act	12
8	12
cop	12
fly	12
whites	12
rare	12
yet	12
begins	12
drinking	12
turkey	12
stuff	12
kills	12
playing	12
hardest	12
green	12
uncle	12
cancer	12
walking	11
heart	11
feet	11
simple	11
slow	11
entire	11
ignorant	11
street	11
weird	11
sitting	11
cum	11
wonder	11
teeth	11
immigrant	11
ancestors	11
species	11
notice	11
crying	11
report	11
jenner	11
ernie	11
teach	11
true	11
accept	11
birth	11
people,	11
alive	11
fluid	11
student	11
pictures	11
thank	11
picked	11
second	11
miss	11
laws	11
floor	11
100	11
mr.	11
people?	11
christ	11
blame	11
realized	11
outta	11
starting	11
demand	11
,	11
chevy	11
idiot	11
"you're	11
smart	11
nevermind	11
line	11
hurry	11
snort	11
pork	11
2018	11
wipe	11
protesting	11
abuse	11
rebuilt	11
modern	11
fuckers	11
like,	11
whatever	11
holding	11
european	11
gorilla	11
dress	11
seconds	11
1945	11
speech	11
it:	11
average	11
trump's	11
motherfuckers	11
expected	11
bullshit	11
solutions	11
attacking	11
chocolate	10
role	10
murdered	10
candle	10
cost	10
drug	10
criminals	10
nut	10
hungry	10
team	10
abortion	10
bar	10
linda	10
sarsour	10
racing	10
marrying	10
chicks	10
mein	10
...and	10
cake	10
ride	10
community	10
yeah,	10
...but	10
prison	10
hits	10
delicious	10
tree	10
idk	10
though	10
soul	10
throwing	10
pissed	10
sad	10
gone	10
knows	10
burning	10
point	10
kinda	10
cowboys	10
north	10
daddy	10
weekend	10
"if	10
blew	10
voted	10
lonely	10
tyrone	10
stopped	10
test	10
domestic	10
ethiopian	10
clear	10
1.	10
break	10
sucking	10
feminist	10
bathroom	10
rest	10
shots	10
form	10
numbers	10
internet	10
jobs	10
dream	10
town	10
vegetable	10
72	10
mix	10
raise	10
"what	10
mueller	10
seriously	10
ends	10
meth	10
require	10
meat	10
glad	10
spell	10
somebody	10
victim	10
saw	10
parts	10
camel	10
election	10
kiss	10
bowl	10
brown	10
chewbacca	10
body	10
genocide	10
secret	10
taxes	10
win	9
till	9
blast	9
voting	9
beach	9
beats	9
accidentally	9
office	9
turns	9
finished	9
hooker	9
da	9
again!	9
minds	9
claims	9
"why	9
mohammad	9
t	9
smells	9
do?	9
works	9
scared	9
in!	9
size	9
aids	9
rapist	9
months	9
overcome	9
concentration	9
up,	9
later	9
sink	9
fishing	9
lesbians	9
hey,	9
celebrating	9
billion	9
center	9
city	9
became	9
murder	9
cook	9
what?	9
whenever	9
marry	9
nuclear	9
kenyan	9
felt	9
savage	9
yall	9
shows	9
mississippi	9
chime	9
above	9
autistic	9
right,	9
century	9
awesome	9
now!	9
credit,	9
suddenly	9
planet	9
push	9
jaws	9
now,	9
mentally	9
jenner's	9
schools	9
gold	9
put'n	9
"ham"	9
pigs	9
promised	9
per	9
cry	9
chamber	9
cannot	9
caught	9
owners	9
others	9
king	9
supposed	9
ape	9
foreign	9
man's	9
asking	9
sent	9
shit,	9
fraud	9
seeing	9
2020	9
see?	9
expensive	9
hanging	9
mine	9
excuse	9
ahmed	9
such	9
shower	9
paper	9
mixed	9
hi	9
cents	9
driving	9
illness	9
zealand	9
handjobs	9
store	9
boyfriend	9
dating	9
runs	9
"i'm	9
mexico	9
women,	9
yard	9
potato	9
sounds	9
plane	9
me.	9
nuts	9
makeup	9
crimes	9
fb	9
duty	9
arrived	9
butt	9
yes,	9
wasted	8
justin	8
york	8
toilet	8
decide	8
officer	8
video	8
motherfucker	8
older	8
up!	8
bigger	8
pushing	8
ordered	8
virgin	8
paid	8
wife's	8
pink	8
slips	8
9	8
hasn't	8
improvise.	8
adapt.	8
raw	8
fbi	8
yelling	8
wait,	8
minutes	8
state	8
blood	8
ate	8
o	8
didnt	8
trailer	8
behead	8
kid:	8
stick	8
angry	8
feels	8
day?	8
quran	8
tries	8
disgusting	8
man,	8
apparently	8
indians	8
laundry	8
then,	8
seek	8
army	8
devil	8
said,	8
including	8
swim	8
calling	8
claim	8
owner	8
she'll	8
view	8
pedophile	8
style	8
facebook	8
uber	8
vaccinations	8
level	8
results	8
hopes	8
ladies	8
worse	8
alabama	8
somehow	8
assholes	8
paying	8
given	8
british	8
2.	8
short	8
box	8
worst	8
food?	8
poop	8
one:	8
strength	8
privilege	8
kept	8
crack	8
automatic	8
self	8
honor	8
across	8
service	8
serious	8
for?	8
local	8
taco	8
disease	8
social	8
ten	8
education	8
"a	8
speed	8
wake	8
chance	8
feelings	8
challenge	8
mosques	8
armed	8
fast	8
pushed	8
natural	8
joe	8
happen!	8
holiday	8
passed	8
kfc	8
cult	8
lesbian	8
we've	8
hates	8
east	8
martin	8
knowing	8
lazy	8
built	8
faggot	8
cold	8
rise	8
genders	8
cocaine	8
muhammad	8
drops	8
minorities	8
england	8
halloween	8
music	8
air	8
fans	8
fine	7
it?	7
tattoos	7
hiding	7
letting	7
opening	7
tall	7
texas	7
like...	7
minute	7
rep.	7
bunch	7
common	7
cow	7
easier	7
cross	7
watermelon	7
argument	7
mock	7
bastard	7
victims	7
muslims!	7
needed	7
doctor	7
golf	7
grandma	7
that,	7
feed	7
*creates	7
bout	7
shes	7
economy	7
cup	7
sweet	7
4th	7
drivers	7
they've	7
18	7
crap	7
terrible	7
eats	7
penis	7
crazy,	7
everywhere	7
boss	7
afford	7
back!!	7
democratic	7
..	7
orange	7
rate	7
25	7
says,	7
removed	7
socialist	7
proving	7
magic	7
women's	7
frankly	7
teacher:	7
ariana	7
absolutely	7
touch	7
booty	7
chambers	7
homosexuals	7
belt	7
happened	7
native	7
retard	7
christianity	7
red,	7
blue	7
walks	7
selling	7
dat	7
mistake	7
day,	7
interview	7
bull	7
omar,	7
threatened	7
several	7
bombing	7
impeach	7
sucks	7
exemptions	7
sheep	7
muhammed	7
card	7
sorry,	7
knowledge	7
screaming	7
morgan	7
ill	7
europe	7
asses	7
3.	7
whore	7
lemons	7
showing	7
planned	7
wouldn't	7
neighbor	7
them?	7
space	7
rock	7
leaves	7
accepted	7
up.	7
proud	7
slap	7
chicago	7
blowing	7
finds	7
gays,	7
selfie	7
stronger	7
gang	7
breed	7
perfect	7
saddle	7
michael	7
early	7
train	7
look!	7
frame	7
terror	7
healthcare	7
foil	7
intelligence	7
wave	7
cooker	7
pedophiles	7
changes	7
that!	7
kids,	7
prove	7
forgot	7
negro	7
divide	7
actual	7
bread	7
attached	7
wives	7
arms	7
jump	7
biggest	7
table	7
japan	7
highest	7
citizen	7
omg	7
pill	7
shootings	7
potatoes	7
thoughts	7
burnt	7
hunting	7
rev	7
bell	7
un	7
al	7
17	7
posts	7
opens	7
weed	7
suffering	7
keeping	7
nativity	7
invited	7
fixed	7
cards	7
stevie	7
bet	7
burned	7
target	7
raping	7
sound	7
allegiance	7
five	7
animal	7
cracker	7
clothes	7
russia	7
mountain	7
drugs	7
lunch	7
snap	7
too!	7
poverty	7
low	7
identify	7
hookers	7
dresses	7
sells	7
kkk	7
white,	7
bought	7
impress	7
apes	7
won	7
restaurant	7
adding	7
south	7
theirs	7
forever	7
banned	7
complete	7
banks	7
decent	7
escape	7
assault	7
district	7
destroyed	6
guilty	6
homicide	6
politics	6
enjoying	6
pew	6
midget	6
former	6
socialism	6
case	6
elect	6
rule	6
tribe	6
hebrew	6
name's	6
along	6
nobody:	6
2nd	6
subway	6
similar	6
somewhere	6
non	6
cousin	6
adult	6
poland	6
worship	6
rocks	6
edition	6
abdul	6
em	6
business	6
laugh,	6
google	6
infiltrated	6
earth	6
sand	6
911	6
laughs	6
canada	6
greetings	6
head,	6
defend	6
hoes	6
g-spot	6
plays	6
grande	6
rally	6
haters	6
you'd	6
wwii	6
easy	6
bear	6
term	6
evolution	6
throws	6
shave	6
third	6
husband,	6
barely	6
lmao	6
nibba	6
explain	6
dropped	6
ago	6
korea	6
super	6
handed	6
time?	6
it"	6
science	6
anti	6
steak	6
protection	6
engine	6
offends	6
here"	6
lock	6
musslamic	6
culture"	6
played	6
racist,	6
"it's	6
africans	6
specific	6
forget"	6
!!	6
set	6
in.	6
save	6
church	6
swimming	6
this?	6
powder	6
shop	6
spend	6
fashion	6
kicked	6
political	6
dawg	6
everyday	6
goals	6
grass	6
lab	6
bed	6
seem	6
swear	6
snakes	6
redneck	6
cringe	6
spinner	6
april	6
six	6
parent	6
savages	6
text	6
homeless	6
dudes	6
position	6
manual	6
words	6
destruction	6
safety	6
time,	6
spot	6
preserve	6
learned	6
english	6
suffer	6
shoulders	6
wheel	6
mom.	6
wax	6
wine	6
maga	6
bus	6
ww2	6
list	6
champion	6
cop:	6
evolved	6
goddamn	6
price	6
poke	6
type	6
citizens	6
monday	6
chill	6
obama's	6
email	6
clock	6
pretend	6
arab	6
quite	6
french	6
holy	6
fell	6
krispies	6
smoking	6
plastic	6
people.	6
trade	6
bar.	6
harder	6
pee	6
tires	6
legally	6
deaf	6
flat	6
day!	6
later,	6
elected	6
yell	6
food,	6
lgbt	6
snack	6
refugee	6
beating	6
freedom	6
barack	6
america's	6
wash	6
ground	6
homie	6
escaping	6
medicine	6
presidents	6
iq	6
horrible	6
pile	6
cunt	6
accident	6
now?	6
them.	6
hes	6
doesnt	6
slut	6
accused	6
quickly	6
tag	6
snow	6
expect	6
pig	6
barbecue	6
area	6
shoes	6
here,	6
sympathizer,	6
borders	6
look,	6
14	6
wheelchair	6
chef	6
rating	6
akbar	6
add	6
vagina	6
muddin	6
iran	6
sexbomb	6
mark	6
insult	6
bombs	6
forward	6
rather	6
1st	6
commie	6
crisis	6
fingers	6
coolant	6
overheats	6
walls	6
fuck,	6
bert	6
protest	6
please!	6
corrupt	6
raised	6
fake	6
force	6
fox	6
estate	6
afraid	5
chip	5
health	5
chain	5
mad?	5
adopt	5
miles	5
trudeau	5
heat	5
religious	5
government?	5
hero	5
arm	5
time..	5
trip	5
gay,	5
consider	5
accidently	5
medical	5
ring	5
day!!!	5
scream	5
ways	5
reading	5
beliefs	5
often	5
lived	5
dna	5
walked	5
showed	5
woke	5
confused	5
transphobic	5
sell	5
stone	5
dying	5
i?	5
jews:	5
sexy	5
copy	5
collapses	5
ma	5
races	5
lead	5
diary	5
ss	5
definitely	5
buried	5
expecting	5
pop	5
seat	5
heads	5
acts	5
tough	5
mum	5
heroin	5
destroying	5
fifth	5
mom,	5
one.	5
lack	5
'em	5
wayment	5
like..	5
islam.	5
lucky	5
rats	5
fridge	5
13	5
bike	5
"islam	5
love!"	5
august	5
garbage	5
canadians	5
reaction	5
christians,	5
hating	5
invite	5
unless	5
welfare	5
suspect	5
squirter	5
gum	5
november	5
adopted	5
purchase	5
theft	5
lawn	5
mayo	5
shitty	5
decided	5
16	5
actions	5
arent	5
roses	5
pope	5
prayer	5
hundreds	5
like:	5
working?	5
restroom	5
responsible	5
ago,	5
simulator	5
america,	5
pelosi	5
"give	5
99	5
none	5
you!!!	5
great!	5
total	5
"never	5
manditory	5
invading	5
horny	5
groceries	5
cash	5
visiting	5
warm	5
freeman	5
official	5
up...	5
bans	5
russians	5
simply	5
forest	5
4.	5
out.	5
mandatory	5
bird	5
bodies	5
bloody	5
masters	5
adam	5
luck	5
lifestyle	5
college	5
fool	5
af	5
pump	5
leaders	5
dumbass	5
housing	5
salty	5
slipped	5
said...	5
remove	5
democrat,	5
understand?	5
ultimate	5
coke	5
constitution	5
prefer	5
america.	5
dust	5
dad,	5
scientist	5
cure	5
hindu	5
them!	5
weak	5
alien,	5
ineligible	5
deportable!	5
ice,	5
brought	5
dollar	5
academy	5
fruit	5
praise	5
virgins	5
toes	5
invaders	5
time!	5
disability	5
stephen	5
cousins	5
harvey	5
grammar	5
punching	5
jewsy	5
blowjob	5
market	5
invention	5
taken	5
pound	5
weapons	5
popcorn	5
helped	5
stands	5
earn	5
shut.	5
pets	5
film	5
murdering	5
june	5
weddings	5
next."	5
funerals	5
offend	5
followers	5
leaving	5
bang	5
females	5
points	5
handjob	5
beauty	5
jews?	5
sex?	5
downs	5
boobs	5
you.	5
humans	5
sports	5
periods	5
"when	5
forehead	5
india	5
answering	5
bride	5
blames	5
wonderful	5
able	5
400	5
whip	5
mashed	5
butter	5
ancestry.com	5
caitlyn	5
research	5
smash	5
wars	5
kim	5
shades	5
pug	5
period	5
silent	5
other's	5
abomination	5
wondering	5
gettin	5
19	5
plan	5
serving	5
dated	5
ok,	5
sandwiches	5
pulled	5
bomber	5
anybody	5
winner	5
driver	5
partner	5
senate	5
figure	5
yesterday	5
gay?	5
confident	5
candidate	5
1942	5
solution	5
oil	5
flowers	5
luther	5
pledge	5
dem	5
"that's	5
comments	5
arguing	5
brand	5
homosexual	5
pro	5
low,	5
"saggin."	5
gamer	5
12	5
lgbtq	5
x	5
cuz	5
franks	5
large	5
olds	5
society	5
syndrome	5
orgasm	5
mess	5
attacks	5
soup	5
unclean	5
girl:	5
brothers	5
criminal	5
united	5
filled	5
tolerance	5
toast	5
legs	5
homosexuality	5
allahu	5
candy	5
muslims"	5
praying	5
chosen	5
livestock	5
prostitute	5
washed	5
harambe	5
marks	5
compare	5
ah,	5
lit.	5
faster	5
cream	5
obviously	5
poo	5
message	5
west	5
meeting	5
(1963)	5
bills	5
princess	5
bottle	5
fought	5
tap	5
zionist	5
rap	5
ed	5
double	5
population	5
people!	5
fruits	5
balcony	5
adults	5
john	5
provide	5
eastern	5
15th	5
chemical	5
lick	5
saving	5
republican	5
invade	5
cinco	5
de	5
window	5
weapon	5
harry	5
salute	5
james	5
ray	5
phobia	5
sins	5
ma'am!	5
civil	5
sanctuary	5
character	4
matters	4
run?	4
phones	4
casey	4
anthony	4
religions	4
alien	4
foreigners	4
twin	4
fall	4
churches	4
meal	4
responsibility	4
goin	4
navy	4
"do	4
jussie	4
ear	4
sandy	4
hook	4
implant	4
jew?	4
cheers	4
masturbate?	4
mengele	4
exist	4
changed	4
ocasto-cortez	4
australia	4
god:	4
congratulations	4
peace!	4
why's	4
barn	4
gunman	4
zone	4
forgive	4
hung	4
loyalty	4
ignorance	4
apparently,	4
roll	4
eggs	4
teaching	4
hunt	4
release	4
nose	4
friendship	4
sending	4
torture	4
ppl	4
thanksgiving	4
way,	4
grenade	4
golden	4
romania	4
london	4
refuse	4
bedroom	4
god.	4
300	4
infiltrate	4
scum	4
dick...	4
famous	4
sensitive	4
captain	4
chelsea	4
counts	4
trick	4
basically	4
is,	4
threat	4
meant	4
eachother	4
ash	4
yourself?	4
enemies	4
ham	4
sack	4
predominantly	4
arthur	4
"where	4
please,	4
cooking	4
hillary's	4
mohammed:	4
soap	4
gym	4
chloroform	4
countries,	4
based	4
vitiligo	4
you"	4
band	4
woman,	4
influence	4
record	4
landmine	4
weigh	4
stepped	4
laid	4
correct	4
reminder:	4
voice	4
chew	4
divorced	4
again"	4
jews,	4
patriots	4
hitting	4
appliances	4
crackas	4
sober	4
abortions	4
momma	4
presents	4
50%	4
mean?	4
'just	4
jobs'	4
targets	4
traditional	4
goat,	4
noises)	4
roof	4
introduce	4
drain	4
whipped	4
enter	4
television	4
disabled	4
parent's	4
wasnt	4
agree?	4
day.	4
acid	4
piano	4
ran	4
chromosomes	4
fullscreen	4
upset	4
cutting	4
cities	4
haircut	4
dare	4
busy	4
admire	4
said..	4
study	4
muddin'	4
hahaha	4
that'd	4
great.	4
dude,	4
lyin'	4
bullet	4
willie	4
divider	4
alike	4
threw	4
tragedy	4
struggle	4
spreading	4
happier	4
concert	4
"all	4
devils	4
careful	4
alabama:	4
piggy	4
obama?	4
blowjob?...	4
swallow!!!	4
computer	4
year,	4
365	4
asshole,	4
escaped	4
jamal	4
stuck	4
proper	4
residents	4
bc	4
loved	4
lemon-aids	4
goal	4
accomplish	4
about?	4
peanuts	4
retodd	4
yr	4
go!	4
staring	4
robbed	4
ugly,	4
clue	4
according	4
everyone!	4
george	4
properly	4
up?	4
rolling	4
argue	4
bad?	4
hurts	4
aint	4
meathead	4
final	4
rookie	4
perfectly	4
easter	4
me"	4
fidget	4
n-word	4
typical	4
man.	4
russian	4
song	4
ankle	4
benefits	4
caused	4
cleaned	4
flavors	4
cute,	4
klux	4
"shawarma",	4
home.	4
exploded	4
alcohol	4
life,	4
upon	4
hiroshima	4
watering	4
section	4
washington	4
mothers	4
multiple	4
signs	4
comment	4
sacred	4
range?	4
waking	4
28	4
7	4
peace?	4
silence	4
elevator	4
dangerous	4
helmet	4
farming	4
smiling	4
added	4
3rd	4
anxiety,	4
cases	4
healthy	4
cute.	4
medium	4
football	4
netflix	4
neighbor's	4
evidence	4
collusion	4
senior	4
agenda	4
cart	4
math	4
whoever	4
huge	4
crotch	4
insults	4
fucks	4
puppy	4
spastic	4
beer,	4
breath	4
24	4
returning	4
status	4
kissing	4
ocasio-cortez	4
grabbed	4
pack	4
wet	4
attract	4
amused	4
chase	4
tight	4
asf	4
hotline,	4
dishwashers	4
elections	4
scouts	4
weeks	4
whitaker	4
random	4
realise	4
visit	4
him?	4
regular	4
crush	4
rape,	4
stir	4
happiness	4
offered	4
penny	4
seperately	4
boy,	4
picking	4
stare	4
vegan	4
crawling	4
me...	4
lil	4
stable	4
hitler:	4
relationship	4
racists	4
sharpton	4
therapy	4
uncooked	4
afghanistan	4
"i'll	4
classic	4
goverment	4
???	4
dick"	4
paint	4
dryer	4
represents	4
graduate	4
*	4
commited	4
convention	4
goatshit	4
ruled	4
toy	4
on,	4
press	4
mostly	4
image	4
driver?	4
thrown	4
buildings	4
department	4
waters	4
lies	4
perverts	4
practice	4
deny	4
treasure	4
traffic	4
precious	4
imma	4
a:	4
known	4
god's	4
quote	4
concentrate	4
patience	4
diversity	4
people"	4
winter	4
blocked	4
ornaments	4
carry	4
wall.	4
notre	4
dame	4
cathedral	4
saggin	4
sneaky	4
interracial	4
count	4
baboons	4
oven?	4
n	4
priceless	4
owe	4
biden	4
president!	4
exchange	4
out!	4
51	4
choke	4
seizure	4
then.	4
secrets	4
wal-mart	4
attacked	4
2011	4
hindus	4
dreams	4
hears	4
000	4
ridiculous	4
thousands	4
cuddle	4
span	4
grand	4
guard	4
shoots	4
mouths	4
loud	4
digging	4
shake	4
puffs	4
mowing	4
'cause	4
deport	4
titties	4
help?	4
understanding	4
shirt	4
e	4
speaking	4
couple	4
parties	4
owes	4
